Instances: 300, Iterations: 500, KeepBest: 30, KeepWorst: 21, Cross: 21, MutationFactor: 0.001, MaxClauses: 40
Input file: instances/_uf250-00.cnf
Gen: 0, BestSol: 1809, BestFeasibleSol: 0, GenAvgValue: 1358.57
Gen: 10, BestSol: 2069, BestFeasibleSol: 0, GenAvgValue: 1980.98
Gen: 20, BestSol: 2105, BestFeasibleSol: 0, GenAvgValue: 2033.55
Gen: 30, BestSol: 2139, BestFeasibleSol: 0, GenAvgValue: 2065.17
Gen: 40, BestSol: 2184, BestFeasibleSol: 0, GenAvgValue: 2107.02
Gen: 50, BestSol: 2184, BestFeasibleSol: 0, GenAvgValue: 2107.02
Gen: 60, BestSol: 2184, BestFeasibleSol: 0, GenAvgValue: 2107.02
Gen: 70, BestSol: 2184, BestFeasibleSol: 0, GenAvgValue: 2107.02
Gen: 80, BestSol: 2184, BestFeasibleSol: 0, GenAvgValue: 2107.02
Gen: 90, BestSol: 2184, BestFeasibleSol: 0, GenAvgValue: 2107.02
Gen: 100, BestSol: 2247, BestFeasibleSol: 0, GenAvgValue: 2128.5
Gen: 110, BestSol: 2291, BestFeasibleSol: 0, GenAvgValue: 2206.47
Gen: 120, BestSol: 2313, BestFeasibleSol: 0, GenAvgValue: 2225.08
Gen: 130, BestSol: 2328, BestFeasibleSol: 0, GenAvgValue: 2240.8
Gen: 140, BestSol: 2328, BestFeasibleSol: 0, GenAvgValue: 2240.79
Gen: 150, BestSol: 2328, BestFeasibleSol: 0, GenAvgValue: 2240.94
Gen: 160, BestSol: 2328, BestFeasibleSol: 0, GenAvgValue: 2240.94
Gen: 170, BestSol: 2375, BestFeasibleSol: 0, GenAvgValue: 2284.65
Gen: 180, BestSol: 2404, BestFeasibleSol: 0, GenAvgValue: 2311.62
Gen: 190, BestSol: 2449, BestFeasibleSol: 0, GenAvgValue: 2353.47
Gen: 200, BestSol: 2449, BestFeasibleSol: 0, GenAvgValue: 2353.47
Gen: 210, BestSol: 2449, BestFeasibleSol: 0, GenAvgValue: 2353.47
Gen: 220, BestSol: 2449, BestFeasibleSol: 0, GenAvgValue: 2353.47
Gen: 230, BestSol: 2449, BestFeasibleSol: 0, GenAvgValue: 2353.47
Gen: 240, BestSol: 2449, BestFeasibleSol: 0, GenAvgValue: 2353.47
Gen: 250, BestSol: 2449, BestFeasibleSol: 0, GenAvgValue: 2353.47
Gen: 260, BestSol: 2449, BestFeasibleSol: 0, GenAvgValue: 2353.47
Gen: 270, BestSol: 2449, BestFeasibleSol: 0, GenAvgValue: 2353.29
Gen: 280, BestSol: 2449, BestFeasibleSol: 0, GenAvgValue: 2353.36
Gen: 290, BestSol: 2449, BestFeasibleSol: 0, GenAvgValue: 2353.47
Gen: 300, BestSol: 2450, BestFeasibleSol: 0, GenAvgValue: 2353.47
Gen: 310, BestSol: 2481, BestFeasibleSol: 0, GenAvgValue: 2383.23
Gen: 320, BestSol: 2521, BestFeasibleSol: 0, GenAvgValue: 2420.43
Gen: 330, BestSol: 2537, BestFeasibleSol: 0, GenAvgValue: 2435.31
Gen: 340, BestSol: 2537, BestFeasibleSol: 0, GenAvgValue: 2435.31
Gen: 350, BestSol: 2537, BestFeasibleSol: 0, GenAvgValue: 2435.31
Gen: 360, BestSol: 2537, BestFeasibleSol: 0, GenAvgValue: 2435.31
Gen: 370, BestSol: 2537, BestFeasibleSol: 0, GenAvgValue: 2435.31
Gen: 380, BestSol: 2537, BestFeasibleSol: 0, GenAvgValue: 2435.31
Gen: 390, BestSol: 2542, BestFeasibleSol: 0, GenAvgValue: 2439.46
Gen: 400, BestSol: 2542, BestFeasibleSol: 0, GenAvgValue: 2439.79
Gen: 410, BestSol: 2542, BestFeasibleSol: 0, GenAvgValue: 2439.96
Gen: 420, BestSol: 2542, BestFeasibleSol: 0, GenAvgValue: 2439.8
Gen: 430, BestSol: 2542, BestFeasibleSol: 0, GenAvgValue: 2439.96
Gen: 440, BestSol: 2542, BestFeasibleSol: 0, GenAvgValue: 2439.96
Gen: 450, BestSol: 2542, BestFeasibleSol: 0, GenAvgValue: 2439.96
Gen: 460, BestSol: 2542, BestFeasibleSol: 0, GenAvgValue: 2439.9
Gen: 470, BestSol: 2546, BestFeasibleSol: 0, GenAvgValue: 2440.32
Gen: 480, BestSol: 2546, BestFeasibleSol: 0, GenAvgValue: 2443.68
Gen: 490, BestSol: 2546, BestFeasibleSol: 0, GenAvgValue: 2443.68
Total best: 0
FirstFeasibleIteration: 0
Time: 0.245207
Input file: instances/_uf250-01.cnf
Gen: 0, BestSol: 982, BestFeasibleSol: 982, GenAvgValue: 1224.84
Gen: 10, BestSol: 1031, BestFeasibleSol: 1031, GenAvgValue: 981.853
Gen: 20, BestSol: 1031, BestFeasibleSol: 1031, GenAvgValue: 1024.08
Gen: 30, BestSol: 1065, BestFeasibleSol: 1065, GenAvgValue: 1055.54
Gen: 40, BestSol: 1098, BestFeasibleSol: 1098, GenAvgValue: 1086.23
Gen: 50, BestSol: 1098, BestFeasibleSol: 1098, GenAvgValue: 1086.23
Gen: 60, BestSol: 1098, BestFeasibleSol: 1098, GenAvgValue: 1086.19
Gen: 70, BestSol: 1098, BestFeasibleSol: 1098, GenAvgValue: 1086.23
Gen: 80, BestSol: 1124, BestFeasibleSol: 1124, GenAvgValue: 1110.41
Gen: 90, BestSol: 1187, BestFeasibleSol: 1187, GenAvgValue: 1165.9
Gen: 100, BestSol: 1187, BestFeasibleSol: 1187, GenAvgValue: 1169
Gen: 110, BestSol: 1212, BestFeasibleSol: 1212, GenAvgValue: 1192.25
Gen: 120, BestSol: 1225, BestFeasibleSol: 1225, GenAvgValue: 1204.34
Gen: 130, BestSol: 1254, BestFeasibleSol: 1254, GenAvgValue: 1204.44
Gen: 140, BestSol: 1277, BestFeasibleSol: 1277, GenAvgValue: 1252.7
Gen: 150, BestSol: 1293, BestFeasibleSol: 1293, GenAvgValue: 1267.58
Gen: 160, BestSol: 1293, BestFeasibleSol: 1293, GenAvgValue: 1267.58
Gen: 170, BestSol: 1293, BestFeasibleSol: 1293, GenAvgValue: 1267.58
Gen: 180, BestSol: 1332, BestFeasibleSol: 1332, GenAvgValue: 1303.85
Gen: 190, BestSol: 1332, BestFeasibleSol: 1332, GenAvgValue: 1303.85
Gen: 200, BestSol: 1332, BestFeasibleSol: 1332, GenAvgValue: 1303.74
Gen: 210, BestSol: 1344, BestFeasibleSol: 1344, GenAvgValue: 1315.01
Gen: 220, BestSol: 1344, BestFeasibleSol: 1344, GenAvgValue: 1315.01
Gen: 230, BestSol: 1344, BestFeasibleSol: 1344, GenAvgValue: 1315.01
Gen: 240, BestSol: 1401, BestFeasibleSol: 1401, GenAvgValue: 1367.99
Gen: 250, BestSol: 1422, BestFeasibleSol: 1422, GenAvgValue: 1386.22
Gen: 260, BestSol: 1449, BestFeasibleSol: 1449, GenAvgValue: 1412.5
Gen: 270, BestSol: 1449, BestFeasibleSol: 1449, GenAvgValue: 1412.66
Gen: 280, BestSol: 1454, BestFeasibleSol: 1454, GenAvgValue: 1413.16
Gen: 290, BestSol: 1477, BestFeasibleSol: 1477, GenAvgValue: 1438.7
Gen: 300, BestSol: 1477, BestFeasibleSol: 1477, GenAvgValue: 1438.7
Gen: 310, BestSol: 1477, BestFeasibleSol: 1477, GenAvgValue: 1438.7
Gen: 320, BestSol: 1477, BestFeasibleSol: 1477, GenAvgValue: 1438.59
Gen: 330, BestSol: 1521, BestFeasibleSol: 1521, GenAvgValue: 1479.62
Gen: 340, BestSol: 1521, BestFeasibleSol: 1521, GenAvgValue: 1479.62
Gen: 350, BestSol: 1521, BestFeasibleSol: 1521, GenAvgValue: 1479.62
Gen: 360, BestSol: 1521, BestFeasibleSol: 1521, GenAvgValue: 1479.62
Gen: 370, BestSol: 1521, BestFeasibleSol: 1521, GenAvgValue: 1479.57
Gen: 380, BestSol: 1568, BestFeasibleSol: 1568, GenAvgValue: 1500.16
Gen: 390, BestSol: 1568, BestFeasibleSol: 1568, GenAvgValue: 1523.33
Gen: 400, BestSol: 1568, BestFeasibleSol: 1568, GenAvgValue: 1523.33
Gen: 410, BestSol: 1568, BestFeasibleSol: 1568, GenAvgValue: 1523.33
Gen: 420, BestSol: 1568, BestFeasibleSol: 1568, GenAvgValue: 1523.33
Gen: 430, BestSol: 1568, BestFeasibleSol: 1568, GenAvgValue: 1523.33
Gen: 440, BestSol: 1576, BestFeasibleSol: 1576, GenAvgValue: 1530.42
Gen: 450, BestSol: 1619, BestFeasibleSol: 1619, GenAvgValue: 1536.71
Gen: 460, BestSol: 1619, BestFeasibleSol: 1619, GenAvgValue: 1570.76
Gen: 470, BestSol: 1619, BestFeasibleSol: 1619, GenAvgValue: 1570.76
Gen: 480, BestSol: 1621, BestFeasibleSol: 1621, GenAvgValue: 1570.91
Gen: 490, BestSol: 1629, BestFeasibleSol: 1629, GenAvgValue: 1580.06
Total best: 1629
FirstFeasibleIteration: 9
Time: 0.230599
Input file: instances/_uf250-02.cnf
Gen: 0, BestSol: 1508, BestFeasibleSol: 1508, GenAvgValue: 1325.58
Gen: 10, BestSol: 1623, BestFeasibleSol: 1623, GenAvgValue: 1580.13
Gen: 20, BestSol: 1633, BestFeasibleSol: 1633, GenAvgValue: 1589.28
Gen: 30, BestSol: 1633, BestFeasibleSol: 1633, GenAvgValue: 1589.43
Gen: 40, BestSol: 1693, BestFeasibleSol: 1693, GenAvgValue: 1645.23
Gen: 50, BestSol: 1711, BestFeasibleSol: 1711, GenAvgValue: 1661.97
Gen: 60, BestSol: 1744, BestFeasibleSol: 1744, GenAvgValue: 1692.66
Gen: 70, BestSol: 1744, BestFeasibleSol: 1744, GenAvgValue: 1692.66
Gen: 80, BestSol: 1744, BestFeasibleSol: 1744, GenAvgValue: 1692.66
Gen: 90, BestSol: 1787, BestFeasibleSol: 1787, GenAvgValue: 1732.65
Gen: 100, BestSol: 1787, BestFeasibleSol: 1787, GenAvgValue: 1732.65
Gen: 110, BestSol: 1811, BestFeasibleSol: 1811, GenAvgValue: 1754.97
Gen: 120, BestSol: 1811, BestFeasibleSol: 1811, GenAvgValue: 1754.97
Gen: 130, BestSol: 1842, BestFeasibleSol: 1842, GenAvgValue: 1783.8
Gen: 140, BestSol: 1890, BestFeasibleSol: 1890, GenAvgValue: 1803.42
Gen: 150, BestSol: 1919, BestFeasibleSol: 1919, GenAvgValue: 1850.23
