Instances: 300, Iterations: 500, KeepBest: 30, KeepWorst: 21, Cross: 21, MutationFactor: 0.05, MaxClauses: 40
Input file: instances/_uf250-00.cnf
Gen: 0, BestSol: 1530, BestFeasibleSol: 1530, GenAvgValue: 1359.96
Gen: 10, BestSol: 1786, BestFeasibleSol: 1786, GenAvgValue: 1690.34
Gen: 20, BestSol: 1971, BestFeasibleSol: 1971, GenAvgValue: 1867.52
Gen: 30, BestSol: 2212, BestFeasibleSol: 2212, GenAvgValue: 2088.31
Gen: 40, BestSol: 2456, BestFeasibleSol: 2456, GenAvgValue: 2314.51
Gen: 50, BestSol: 2590, BestFeasibleSol: 2590, GenAvgValue: 2477.77
Gen: 60, BestSol: 2633, BestFeasibleSol: 2633, GenAvgValue: 2512.81
Gen: 70, BestSol: 2638, BestFeasibleSol: 2638, GenAvgValue: 2521.83
Gen: 80, BestSol: 2638, BestFeasibleSol: 2638, GenAvgValue: 2525.84
Gen: 90, BestSol: 2639, BestFeasibleSol: 2639, GenAvgValue: 2526.66
Gen: 100, BestSol: 2639, BestFeasibleSol: 2639, GenAvgValue: 2526.53
Gen: 110, BestSol: 2639, BestFeasibleSol: 2639, GenAvgValue: 2526.94
Gen: 120, BestSol: 2639, BestFeasibleSol: 2639, GenAvgValue: 2526.91
Gen: 130, BestSol: 2639, BestFeasibleSol: 2639, GenAvgValue: 2526.61
Gen: 140, BestSol: 2639, BestFeasibleSol: 2639, GenAvgValue: 2526.41
Gen: 150, BestSol: 2639, BestFeasibleSol: 2639, GenAvgValue: 2526.47
Gen: 160, BestSol: 2639, BestFeasibleSol: 2639, GenAvgValue: 2526.37
Gen: 170, BestSol: 2639, BestFeasibleSol: 2639, GenAvgValue: 2526.78
Gen: 180, BestSol: 2639, BestFeasibleSol: 2639, GenAvgValue: 2527.48
Gen: 190, BestSol: 2639, BestFeasibleSol: 2639, GenAvgValue: 2526.78
Gen: 200, BestSol: 2639, BestFeasibleSol: 2639, GenAvgValue: 2526.52
Gen: 210, BestSol: 2639, BestFeasibleSol: 2639, GenAvgValue: 2526.29
Gen: 220, BestSol: 2639, BestFeasibleSol: 2639, GenAvgValue: 2526.42
Gen: 230, BestSol: 2639, BestFeasibleSol: 2639, GenAvgValue: 2526.86
Gen: 240, BestSol: 2639, BestFeasibleSol: 2639, GenAvgValue: 2526.47
Gen: 250, BestSol: 2639, BestFeasibleSol: 2639, GenAvgValue: 2526.43
Gen: 260, BestSol: 2639, BestFeasibleSol: 2639, GenAvgValue: 2526.25
Gen: 270, BestSol: 2639, BestFeasibleSol: 2639, GenAvgValue: 2526.38
Gen: 280, BestSol: 2639, BestFeasibleSol: 2639, GenAvgValue: 2526.89
Gen: 290, BestSol: 2639, BestFeasibleSol: 2639, GenAvgValue: 2526.82
Gen: 300, BestSol: 2639, BestFeasibleSol: 2639, GenAvgValue: 2526.41
Gen: 310, BestSol: 2639, BestFeasibleSol: 2639, GenAvgValue: 2527.1
Gen: 320, BestSol: 2639, BestFeasibleSol: 2639, GenAvgValue: 2526.53
Gen: 330, BestSol: 2639, BestFeasibleSol: 2639, GenAvgValue: 2526.45
Gen: 340, BestSol: 2639, BestFeasibleSol: 2639, GenAvgValue: 2527.16
Gen: 350, BestSol: 2639, BestFeasibleSol: 2639, GenAvgValue: 2527.29
Gen: 360, BestSol: 2639, BestFeasibleSol: 2639, GenAvgValue: 2526.91
Gen: 370, BestSol: 2639, BestFeasibleSol: 2639, GenAvgValue: 2526.91
Gen: 380, BestSol: 2639, BestFeasibleSol: 2639, GenAvgValue: 2526.97
Gen: 390, BestSol: 2639, BestFeasibleSol: 2639, GenAvgValue: 2526.84
Gen: 400, BestSol: 2639, BestFeasibleSol: 2639, GenAvgValue: 2526.44
Gen: 410, BestSol: 2639, BestFeasibleSol: 2639, GenAvgValue: 2527.09
Gen: 420, BestSol: 2639, BestFeasibleSol: 2639, GenAvgValue: 2526.37
Gen: 430, BestSol: 2639, BestFeasibleSol: 2639, GenAvgValue: 2526.71
