Instances: 300, Iterations: 500, KeepBest: 30, KeepWorst: 21, Cross: 21, MutationFactor: 0.5, MaxClauses: 40
Input file: instances/_uf250-00.cnf
Gen: 0, BestSol: 1816, BestFeasibleSol: 0, GenAvgValue: 1355.91
Gen: 10, BestSol: 2407, BestFeasibleSol: 0, GenAvgValue: 2218.79
Gen: 20, BestSol: 2638, BestFeasibleSol: 0, GenAvgValue: 2488.61
Gen: 30, BestSol: 2754, BestFeasibleSol: 0, GenAvgValue: 2617.51
Gen: 40, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2646.32
Gen: 50, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2646.4
Gen: 60, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2645.49
Gen: 70, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2645.23
Gen: 80, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2645.84
Gen: 90, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2645.03
Gen: 100, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2645.09
Gen: 110, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2645
Gen: 120, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2645.44
Gen: 130, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2644.24
Gen: 140, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2646.28
Gen: 150, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2642.7
Gen: 160, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2646.53
Gen: 170, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2645.42
Gen: 180, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2646.82
Gen: 190, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2644.66
Gen: 200, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2644.01
Gen: 210, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2645
Gen: 220, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2645.54
Gen: 230, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2644.71
Gen: 240, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2644.06
Gen: 250, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2645.16
Gen: 260, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2645.6
Gen: 270, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2645.33
Gen: 280, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2644.62
Gen: 290, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2644
Gen: 300, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2644.01
Gen: 310, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2645.14
Gen: 320, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2644.06
Gen: 330, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2645.59
Gen: 340, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2644.85
Gen: 350, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2645
Gen: 360, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2644.08
Gen: 370, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2646.38
Gen: 380, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2644.23
Gen: 390, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2646.81
Gen: 400, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2645.83
Gen: 410, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2645.28
Gen: 420, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2645.1
Gen: 430, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2645.26
Gen: 440, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2646.37
Gen: 450, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2645.2
Gen: 460, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2644.55
Gen: 470, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2645.42
Gen: 480, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2645.53
Gen: 490, BestSol: 2774, BestFeasibleSol: 0, GenAvgValue: 2644.99
Total best: 0
FirstFeasibleIteration: 0
Time: 0.25339
Input file: instances/_uf250-01.cnf
Gen: 0, BestSol: 1219, BestFeasibleSol: 1219, GenAvgValue: 1244.27
Gen: 10, BestSol: 1751, BestFeasibleSol: 1751, GenAvgValue: 1607.82
Gen: 20, BestSol: 2107, BestFeasibleSol: 2107, GenAvgValue: 1983.51
Gen: 30, BestSol: 2256, BestFeasibleSol: 2256, GenAvgValue: 2142.66
Gen: 40, BestSol: 2295, BestFeasibleSol: 2295, GenAvgValue: 2192.06
Gen: 50, BestSol: 2295, BestFeasibleSol: 2295, GenAvgValue: 2191.57
Gen: 60, BestSol: 2295, BestFeasibleSol: 2295, GenAvgValue: 2192.76
Gen: 70, BestSol: 2295, BestFeasibleSol: 2295, GenAvgValue: 2192.27
Gen: 80, BestSol: 2295, BestFeasibleSol: 2295, GenAvgValue: 2191.42
Gen: 90, BestSol: 2295, BestFeasibleSol: 2295, GenAvgValue: 2192.44
Gen: 100, BestSol: 2295, BestFeasibleSol: 2295, GenAvgValue: 2193.73
Gen: 110, BestSol: 2295, BestFeasibleSol: 2295, GenAvgValue: 2192.32
