Instances: 300, Iterations: 500, KeepBest: 30, KeepWorst: 21, Cross: 21, MutationFactor: 0.001, MaxClauses: 40
Input file: instances/_uf250-00.cnf
Gen: 0, BestSol: 1964, BestFeasibleSol: 0, GenAvgValue: 1455.7
Gen: 10, BestSol: 1964, BestFeasibleSol: 0, GenAvgValue: 1905.57
Gen: 20, BestSol: 1964, BestFeasibleSol: 0, GenAvgValue: 1905.49
Gen: 30, BestSol: 1993, BestFeasibleSol: 0, GenAvgValue: 1932.54
Gen: 40, BestSol: 2055, BestFeasibleSol: 0, GenAvgValue: 1990.2
Gen: 50, BestSol: 2082, BestFeasibleSol: 0, GenAvgValue: 2008.83
Gen: 60, BestSol: 2082, BestFeasibleSol: 0, GenAvgValue: 2015.31
Gen: 70, BestSol: 2115, BestFeasibleSol: 0, GenAvgValue: 2015.28
Gen: 80, BestSol: 2115, BestFeasibleSol: 0, GenAvgValue: 2046
Gen: 90, BestSol: 2115, BestFeasibleSol: 0, GenAvgValue: 2046
Gen: 100, BestSol: 2205, BestFeasibleSol: 0, GenAvgValue: 2088.93
Gen: 110, BestSol: 2231, BestFeasibleSol: 0, GenAvgValue: 2153.88
Gen: 120, BestSol: 2231, BestFeasibleSol: 0, GenAvgValue: 2153.87
Gen: 130, BestSol: 2231, BestFeasibleSol: 0, GenAvgValue: 2153.88
Gen: 140, BestSol: 2231, BestFeasibleSol: 0, GenAvgValue: 2153.88
Gen: 150, BestSol: 2231, BestFeasibleSol: 0, GenAvgValue: 2153.88
Gen: 160, BestSol: 2231, BestFeasibleSol: 0, GenAvgValue: 2153.88
Gen: 170, BestSol: 2240, BestFeasibleSol: 0, GenAvgValue: 2162.25
Gen: 180, BestSol: 2274, BestFeasibleSol: 0, GenAvgValue: 2164.63
Gen: 190, BestSol: 2274, BestFeasibleSol: 0, GenAvgValue: 2193.87
Gen: 200, BestSol: 2345, BestFeasibleSol: 0, GenAvgValue: 2244.15
Gen: 210, BestSol: 2345, BestFeasibleSol: 0, GenAvgValue: 2259.9
Gen: 220, BestSol: 2345, BestFeasibleSol: 0, GenAvgValue: 2259.87
Gen: 230, BestSol: 2345, BestFeasibleSol: 0, GenAvgValue: 2259.9
Gen: 240, BestSol: 2385, BestFeasibleSol: 0, GenAvgValue: 2297.1
Gen: 250, BestSol: 2385, BestFeasibleSol: 0, GenAvgValue: 2297.1
Gen: 260, BestSol: 2385, BestFeasibleSol: 0, GenAvgValue: 2296.99
Gen: 270, BestSol: 2385, BestFeasibleSol: 0, GenAvgValue: 2297.1
Gen: 280, BestSol: 2385, BestFeasibleSol: 0, GenAvgValue: 2297.1
Gen: 290, BestSol: 2385, BestFeasibleSol: 0, GenAvgValue: 2297.1
Gen: 300, BestSol: 2385, BestFeasibleSol: 0, GenAvgValue: 2297.1
Gen: 310, BestSol: 2385, BestFeasibleSol: 0, GenAvgValue: 2297.1
Gen: 320, BestSol: 2420, BestFeasibleSol: 0, GenAvgValue: 2329.65
Gen: 330, BestSol: 2420, BestFeasibleSol: 0, GenAvgValue: 2329.65
Gen: 340, BestSol: 2420, BestFeasibleSol: 0, GenAvgValue: 2329.65
Gen: 350, BestSol: 2420, BestFeasibleSol: 0, GenAvgValue: 2329.65
Gen: 360, BestSol: 2420, BestFeasibleSol: 0, GenAvgValue: 2329.65
Gen: 370, BestSol: 2420, BestFeasibleSol: 0, GenAvgValue: 2329.48
Gen: 380, BestSol: 2420, BestFeasibleSol: 0, GenAvgValue: 2329.65
Gen: 390, BestSol: 2420, BestFeasibleSol: 0, GenAvgValue: 2329.65
Gen: 400, BestSol: 2464, BestFeasibleSol: 0, GenAvgValue: 2370.57
Gen: 410, BestSol: 2514, BestFeasibleSol: 0, GenAvgValue: 2417.07
Gen: 420, BestSol: 2514, BestFeasibleSol: 0, GenAvgValue: 2417.07
Gen: 430, BestSol: 2514, BestFeasibleSol: 0, GenAvgValue: 2417.07
Gen: 440, BestSol: 2514, BestFeasibleSol: 0, GenAvgValue: 2417.07
Gen: 450, BestSol: 2514, BestFeasibleSol: 0, GenAvgValue: 2417.07
Gen: 460, BestSol: 2514, BestFeasibleSol: 0, GenAvgValue: 2417.07
Gen: 470, BestSol: 2514, BestFeasibleSol: 0, GenAvgValue: 2417.07
Gen: 480, BestSol: 2514, BestFeasibleSol: 0, GenAvgValue: 2417.07
Gen: 490, BestSol: 2530, BestFeasibleSol: 0, GenAvgValue: 2431.95
Total best: 0
FirstFeasibleIteration: 0
Time: 0.247757
Input file: instances/_uf250-01.cnf
Gen: 0, BestSol: 1184, BestFeasibleSol: 1184, GenAvgValue: 1106.37
Gen: 10, BestSol: 1194, BestFeasibleSol: 1194, GenAvgValue: 1165.98
Gen: 20, BestSol: 1222, BestFeasibleSol: 1222, GenAvgValue: 1171.47
Gen: 30, BestSol: 1222, BestFeasibleSol: 1222, GenAvgValue: 1195.36
Gen: 40, BestSol: 1296, BestFeasibleSol: 1296, GenAvgValue: 1224.36
Gen: 50, BestSol: 1298, BestFeasibleSol: 1298, GenAvgValue: 1264.19
Gen: 60, BestSol: 1319, BestFeasibleSol: 1319, GenAvgValue: 1285.57
Gen: 70, BestSol: 1336, BestFeasibleSol: 1336, GenAvgValue: 1301.34
Gen: 80, BestSol: 1355, BestFeasibleSol: 1355, GenAvgValue: 1318.96
Gen: 90, BestSol: 1355, BestFeasibleSol: 1355, GenAvgValue: 1319.05
Gen: 100, BestSol: 1355, BestFeasibleSol: 1355, GenAvgValue: 1319.05
Gen: 110, BestSol: 1409, BestFeasibleSol: 1409, GenAvgValue: 1369.27
Gen: 120, BestSol: 1453, BestFeasibleSol: 1453, GenAvgValue: 1410.07
Gen: 130, BestSol: 1453, BestFeasibleSol: 1453, GenAvgValue: 1410.19
Gen: 140, BestSol: 1502, BestFeasibleSol: 1502, GenAvgValue: 1413.14
Gen: 150, BestSol: 1509, BestFeasibleSol: 1509, GenAvgValue: 1462.27
Gen: 160, BestSol: 1509, BestFeasibleSol: 1509, GenAvgValue: 1462.27
Gen: 170, BestSol: 1536, BestFeasibleSol: 1536, GenAvgValue: 1487.38
Gen: 180, BestSol: 1536, BestFeasibleSol: 1536, GenAvgValue: 1487.38
Gen: 190, BestSol: 1536, BestFeasibleSol: 1536, GenAvgValue: 1487.38
Gen: 200, BestSol: 1612, BestFeasibleSol: 1612, GenAvgValue: 1558.06
Gen: 210, BestSol: 1638, BestFeasibleSol: 1638, GenAvgValue: 1582.12
Gen: 220, BestSol: 1656, BestFeasibleSol: 1656, GenAvgValue: 1598.98
Gen: 230, BestSol: 1656, BestFeasibleSol: 1656, GenAvgValue: 1598.98
Gen: 240, BestSol: 1656, BestFeasibleSol: 1656, GenAvgValue: 1598.92
Gen: 250, BestSol: 1656, BestFeasibleSol: 1656, GenAvgValue: 1599.08
