-n 50 -N 50 -m 0.8 -W 100 -C 10 -k 1 -d 0
0 50 1964 58 6 88 6 75 1 8 3 19 8 73 9 64 10 4 5 39 5 87 2 97 9 50 3 94 4 57 10 85 5 95 2 2 2 10 6 35 9 68 3 12 9 6 9 45 9 51 5 38 5 34 2 90 2 81 4 28 5 1 8 67 7 54 5 16 6 26 5 13 4 44 7 80 2 17 4 22 3 55 4 98 4 31 10 15 5 23 3 89 1 66 7 46 3 93 4 77 4 30 8
1 50 1929 51 9 64 8 9 3 4 5 19 10 1 3 33 10 81 5 26 8 5 9 42 10 32 4 63 10 100 10 89 7 11 9 30 8 80 4 62 10 6 4 37 6 70 3 36 2 67 4 43 9 17 9 83 6 16 6 53 7 28 2 66 3 2 1 73 9 29 7 98 9 15 10 38 8 94 6 22 8 92 3 82 10 99 4 46 8 85 3 52 8 88 3 25 10 91 2 23 9 34 2
2 50 1918 59 5 93 9 49 8 38 5 52 9 23 8 77 5 33 6 27 4 14 4 65 8 53 4 9 5 47 9 42 10 80 10 95 2 8 5 61 5 79 4 34 3 71 2 89 3 67 5 68 2 29 3 69 4 10 6 62 2 31 9 56 1 66 6 6 1 39 7 12 7 30 4 99 3 74 1 83 6 13 6 3 10 87 8 48 1 86 2 24 8 36 2 4 9 40 4 32 2 26 3
3 50 2044 81 8 88 6 79 5 5 8 74 6 59 2 73 10 27 6 7 4 57 10 64 9 44 3 33 5 86 9 89 3 1 1 41 8 31 7 13 10 40 8 68 4 72 8 12 8 54 8 76 4 24 9 36 7 85 3 47 5 99 8 91 5 70 7 17 2 49 6 34 10 46 5 52 4 82 7 67 8 25 4 66 1 78 2 65 2 83 4 53 9 26 9 8 7 9 3 55 2 14 3
4 50 2068 39 10 4 2 54 10 78 3 46 1 28 6 9 1 91 5 52 5 29 4 64 4 65 1 10 3 45 6 67 1 68 5 30 3 16 5 44 6 97 9 24 7 88 6 89 3 18 4 41 3 37 1 7 2 47 2 57 2 32 9 99 3 60 4 70 8 94 1 11 3 23 10 48 3 66 4 76 10 81 5 96 4 55 10 33 3 43 5 34 6 80 7 40 7 50 7 82 1 69 10
5 50 2019 20 7 36 2 1 8 94 5 21 1 80 6 91 6 65 2 85 6 90 6 22 6 68 2 64 6 40 4 16 2 45 4 57 6 4 6 30 9 52 9 74 2 75 9 95 5 14 8 2 3 89 6 49 6 6 2 27 7 7 5 63 3 55 2 51 7 53 4 48 7 13 5 77 10 42 7 92 5 23 3 96 8 79 8 61 2 11 8 86 8 98 4 66 3 3 8 5 9 83 3
6 50 2080 60 9 79 10 76 9 50 7 30 2 97 6 84 7 47 7 27 5 52 8 90 6 83 2 22 7 68 6 11 10 4 1 21 9 49 3 88 10 34 4 85 3 19 4 29 7 92 3 18 9 73 5 43 6 66 4 12 6 74 7 23 4 37 3 62 9 40 2 45 5 28 7 93 3 55 1 89 10 13 4 86 9 20 6 94 1 1 6 38 6 56 2 15 2 57 8 67 1 99 5
7 50 2139 89 2 20 9 3 1 60 1 40 5 63 3 56 4 30 10 75 7 87 10 31 3 50 5 77 3 17 7 8 5 1 10 97 2 19 1 66 3 28 1 33 9 7 1 88 1 70 10 67 1 51 4 83 8 26 1 96 4 25 10 29 8 81 9 93 5 59 2 76 10 2 5 69 1 72 4 99 1 82 6 45 2 78 1 74 6 48 6 92 10 35 7 11 3 49 10 64 8 53 1
8 50 1973 59 8 52 9 69 3 55 5 45 4 85 10 90 4 75 6 66 2 92 6 26 2 7 6 11 10 61 10 53 1 40 4 21 10 37 7 24 3 60 2 43 6 47 7 93 8 51 5 50 3 14 1 15 8 63 7 49 7 8 3 83 5 36 2 88 7 84 5 33 2 12 2 64 4 2 4 79 5 76 3 38 1 72 6 17 9 58 2 13 4 29 4 89 7 41 6 10 2 82 6
9 50 2126 17 3 39 5 98 6 73 3 9 5 59 8 75 8 19 8 64 8 93 6 14 2 95 3 22 10 25 1 47 3 37 8 63 2 26 5 57 7 31 7 6 6 82 3 49 1 18 3 91 2 32 7 24 9 60 9 67 9 51 9 76 8 77 2 68 5 80 9 69 1 79 7 71 7 84 7 23 3 78 3 87 5 7 1 97 7 96 1 42 8 92 10 28 8 5 3 3 5 53 8
