-n 50 -N 50 -m 0.8 -W 100 -C 50 -k 1 -d 0
0 50 1964 58 36 88 36 75 41 8 23 19 38 73 19 64 50 4 45 39 45 87 32 97 19 50 13 94 44 57 10 85 15 95 22 2 22 10 46 35 49 68 3 12 19 6 9 45 39 51 15 38 15 34 22 90 32 81 4 28 5 1 18 67 47 54 15 16 6 26 35 13 34 44 17 80 32 17 44 22 33 55 4 98 44 31 50 15 35 23 13 89 31 66 17 46 33 93 14 77 14 30 18
1 50 1929 51 29 64 38 9 13 4 45 19 20 1 43 33 10 81 15 26 48 5 49 42 50 32 34 63 10 100 10 89 17 11 19 30 48 80 44 62 20 6 4 37 36 70 13 36 2 67 34 43 19 17 29 83 26 16 46 53 37 28 2 66 23 2 41 73 19 29 7 98 19 15 50 38 48 94 6 22 38 92 3 82 10 99 34 46 28 85 13 52 38 88 13 25 30 91 32 23 39 34 32
2 50 1918 59 15 93 9 49 38 38 35 52 39 23 8 77 35 33 6 27 14 14 14 65 38 53 4 9 35 47 49 42 30 80 50 95 22 8 45 61 45 79 14 34 3 71 12 89 3 67 15 68 32 29 33 69 34 10 16 62 12 31 19 56 41 66 36 6 1 39 27 12 27 30 44 99 13 74 31 83 6 13 26 3 40 87 18 48 31 86 22 24 28 36 12 4 49 40 34 32 42 26 13
3 50 2044 81 38 88 36 79 25 5 28 74 36 59 42 73 30 27 46 7 14 57 10 64 49 44 43 33 25 86 39 89 13 1 21 41 8 31 17 13 10 40 48 68 34 72 48 12 18 54 28 76 14 24 9 36 7 85 23 47 25 99 48 91 5 70 7 17 32 49 16 34 40 46 45 52 24 82 17 67 8 25 4 66 11 78 12 65 12 83 4 53 39 26 9 8 7 9 23 55 42 14 3
4 50 2068 39 20 4 12 54 20 78 13 46 31 28 6 9 41 91 25 52 25 29 4 64 4 65 21 10 23 45 16 67 11 68 5 30 23 16 35 44 46 97 39 24 47 88 16 89 13 18 14 41 23 37 1 7 12 47 22 57 42 32 39 99 23 60 44 70 48 94 11 11 33 23 30 48 13 66 4 76 40 81 35 96 14 55 10 33 13 43 25 34 16 80 7 40 47 50 17 82 1 69 30
5 50 2019 20 37 36 2 1 38 94 25 21 11 80 6 91 36 65 32 85 6 90 36 22 36 68 22 64 46 40 24 16 22 45 4 57 46 4 46 30 19 52 9 74 42 75 29 95 15 14 18 2 33 89 16 49 36 6 22 27 17 7 35 63 33 55 42 51 7 53 24 48 47 13 25 77 10 42 27 92 25 23 3 96 8 79 28 61 32 11 38 86 38 98 14 66 3 3 38 5 19 83 13
6 50 2080 60 49 79 40 76 9 50 7 30 12 97 6 84 27 47 47 27 5 52 18 90 46 83 42 22 47 68 6 11 30 4 41 21 29 49 23 88 30 34 34 85 33 19 14 29 17 92 33 18 9 73 15 43 16 66 14 12 36 74 17 23 14 37 3 62 9 40 42 45 25 28 27 93 43 55 11 89 30 13 44 86 29 20 16 94 31 1 46 38 36 56 12 15 32 57 8 67 41 99 35
7 50 2139 89 42 20 19 3 21 60 1 40 25 63 33 56 14 30 50 75 17 87 30 31 3 50 5 77 3 17 47 8 35 1 30 97 2 19 21 66 3 28 31 33 29 7 1 88 31 70 50 67 31 51 24 83 28 26 21 96 24 25 10 29 28 81 49 93 35 59 32 76 20 2 45 69 21 72 44 99 21 82 46 45 12 78 21 74 6 48 6 92 40 35 17 11 43 49 30 64 38 53 41
8 50 1973 59 48 52 9 69 33 55 15 45 34 85 20 90 34 75 46 66 32 92 26 26 42 7 46 11 40 61 50 53 11 40 4 21 10 37 27 24 33 60 2 43 26 47 17 93 28 51 25 50 13 14 11 15 8 63 27 49 17 8 3 83 35 36 42 88 37 84 15 33 2 12 12 64 14 2 14 79 15 76 43 38 21 72 6 17 29 58 42 13 44 29 4 89 47 41 6 10 2 82 26
9 50 2126 17 33 39 45 98 16 73 3 9 45 59 28 75 18 19 38 64 48 93 46 14 32 95 13 22 50 25 31 47 43 37 38 63 2 26 35 57 37 31 17 6 36 82 43 49 31 18 43 91 42 32 17 24 29 60 39 67 49 51 19 76 38 77 12 68 45 80 9 69 31 79 37 71 47 84 37 23 43 78 43 87 15 7 11 97 17 96 11 42 28 92 20 28 8 5 3 3 35 53 18
10 50 2034 4 39 84 10 2 30 26 33 8 35 69 14 80 29 42 21 59 33 41 22 11 20 79 17 22 33 53 19 55 6 86 9 96 21 68 47 1 46 81 8 30 49 74 11 28 15 38 48 73 9 10 43 89 28 66 22 76 38 21 36 33 42 6 32 94 1 62 1 32 13 92 42 24 29 88 49 37 49 77 26 58 48 45 14 63 30 70 26 20 9 5 18 97 5 60 24 23 40 85 26
11 50 2038 63 14 82 30 28 32 3 32 4 41 59 50 71 27 80 33 90 26 38 49 1 20 17 24 9 29 23 45 6 35 10 37 67 37 68 18 40 1 21 32 60 20 2 38 33 20 79 11 61 30 48 36 39 28 83 33 95 43 69 11 81 39 78 20 89 49 51 50 70 5 87 10 19 21 14 49 20 49 49 7 73 31 65 1 98 41 92 17 31 11 76 20 64 30 12 17 84 30 46 5
12 50 2140 78 34 3 37 57 35 90 23 35 3 70 28 94 39 58 39 46 35 8 17 48 37 30 14 85 13 45 32 67 23 18 21 59 26 5 48 50 42 2 20 69 46 10 27 82 19 15 29 23 46 61 27 66 45 92 12 79 10 84 46 31 44 73 35 93 22 95 43 42 2 22 23 20 39 11 49 24 23 25 41 68 16 98 28 38 43 65 44 76 38 72 20 63 32 91 35 52 31 88 50
13 50 1900 15 15 92 32 80 46 31 9 83 25 16 15 91 12 40 29 33 11 59 1 23 40 43 10 93 23 97 20 65 37 69 30 1 11 13 32 58 44 41 40 18 8 56 9 48 37 8 45 54 33 36 46 42 29 21 40 50 35 26 18 78 30 81 10 87 24 57 34 53 26 74 23 79 15 3 49 52 35 34 21 51 12 6 22 19 50 4 3 55 36 27 32 63 1 67 8 75 9 9 31
14 50 2172 28 22 83 12 44 24 67 15 94 18 49 22 84 17 81 12 98 45 14 1 40 33 58 30 59 18 7 19 50 36 90 33 47 33 8 15 97 3 33 41 1 6 91 36 22 23 19 19 63 21 38 5 96 24 34 13 31 30 45 46 42 29 88 42 78 29 56 50 77 26 21 39 85 26 17 40 25 13 13 23 46 27 53 27 26 44 73 22 87 3 80 39 89 8 71 10 23 17 95 6
15 50 1948 19 20 64 41 17 41 45 44 66 38 18 39 24 21 48 3 9 38 62 4 27 45 76 37 43 26 30 39 33 29 7 3 93 47 21 35 91 16 2 30 84 41 55 6 90 7 14 27 70 19 94 43 85 38 3 42 34 5 86 30 22 43 1 26 63 46 83 34 16 37 98 11 99 47 28 1 40 12 26 41 47 15 78 20 67 3 35 24 41 38 82 23 72 49 12 21 61 41 54 11
16 50 2112 39 50 89 42 91 50 98 16 42 33 15 8 60 36 75 14 71 48 63 35 33 36 58 33 97 28 94 39 31 4 79 32 70 23 95 20 40 37 2 4 96 14 90 20 29 12 69 29 74 6 61 11 13 46 59 41 47 21 44 26 55 38 27 32 66 18 20 20 24 16 65 35 28 6 41 3 54 14 73 49 37 21 36 30 17 44 68 1 10 37 35 13 76 22 3 27 14 6 67 21
17 50 1926 61 15 44 24 53 16 11 32 13 50 1 7 19 1 66 5 72 46 67 7 58 42 30 32 97 6 95 2 94 13 74 4 29 17 81 33 39 15 45 40 17 3 8 17 70 15 88 15 46 24 75 6 32 2 73 27 83 45 63 13 78 47 2 44 43 43 10 46 3 28 65 32 49 13 7 24 37 14 21 16 16 47 84 14 31 30 28 44 57 24 68 39 15 41 59 5 55 35 76 25
18 50 1960 52 43 24 35 56 4 14 35 47 23 60 41 28 30 87 42 72 26 25 31 30 39 37 46 12 19 51 48 44 27 99 39 85 44 54 48 29 50 20 38 93 46 67 24 82 9 45 9 75 39 64 36 35 34 38 34 80 15 32 18 16 13 65 41 19 37 31 11 97 34 57 30 23 42 55 13 17 20 3 5 36 36 84 2 1 18 86 14 34 50 6 4 69 35 49 35 74 2 91 44
19 50 1965 13 11 96 30 46 9 66 48 17 19 85 4 35 6 88 33 42 33 11 3 18 47 27 22 52 50 12 11 70 5 74 32 50 3 28 11 77 39 80 23 16 20 7 10 62 21 14 38 92 16 38 21 29 48 83 23 73 34 44 47 78 22 89 2 59 6 71 16 65 24 94 50 3 8 45 3 99 29 23 13 54 25 58 1 30 37 33 48 48 3 64 28 51 42 21 50 8 8 19 12
20 50 1978 17 15 66 17 94 43 90 8 46 14 48 17 37 9 78 34 58 32 73 11 98 15 32 49 74 41 69 37 84 3 76 29 97 15 88 44 28 4 42 47 2 28 5 31 13 12 15 10 34 25 9 50 8 7 49 28 60 8 11 14 33 41 53 27 23 34 75 29 87 42 31 48 26 7 6 27 65 2 63 42 61 22 54 26 4 44 35 3 21 39 82 3 56 39 55 50 99 3 43 5
21 50 1934 80 7 21 31 71 14 93 42 17 18 98 10 54 50 32 44 83 34 39 24 43 23 44 50 16 42 53 9 84 17 18 16 38 31 8 31 97 27 28 8 30 39 23 12 75 3 2 48 26 30 40 26 95 33 5 31 63 22 48 28 61 31 85 41 29 11 19 37 42 48 27 14 11 1 65 1 66 40 90 44 31 20 58 2 35 14 99 21 4 28 33 22 74 21 59 48 25 37 81 4
22 50 2131 51 20 49 31 89 7 34 8 93 47 58 14 85 48 24 2 74 47 94 13 80 38 21 29 97 15 59 28 20 9 99 19 90 38 27 25 47 19 22 4 41 32 92 5 95 37 69 26 76 41 4 9 38 21 67 17 65 10 17 4 36 41 50 5 64 6 40 39 98 21 84 28 10 3 13 12 25 35 28 43 55 7 86 21 11 24 14 12 77 19 19 18 66 40 5 5 18 40 88 50
23 50 1813 14 49 76 48 29 18 24 35 62 6 38 35 71 50 47 18 32 16 84 23 22 40 41 12 25 5 12 4 75 13 31 25 48 50 27 25 63 32 13 47 2 14 1 33 94 18 18 16 40 9 8 1 83 12 95 17 89 9 97 15 51 46 16 27 61 33 30 34 23 6 9 25 72 38 35 41 28 45 87 42 10 21 57 40 39 18 45 38 58 10 67 43 93 14 44 15 4 39 77 48
