Instances: 300, Iterations: 400, KeepBest: 30, KeepWorst: 21, Cross: 21, MutationFactor: 0.001, MaxClauses: 40
Input file: instances/_uf250-00.cnf
Gen: 0, BestSol: 1386, BestFeasibleSol: 1386, GenAvgValue: 1317.03
Gen: 10, BestSol: 1531, BestFeasibleSol: 1531, GenAvgValue: 1498.06
Gen: 20, BestSol: 1531, BestFeasibleSol: 1531, GenAvgValue: 1498.06
Gen: 30, BestSol: 1531, BestFeasibleSol: 1531, GenAvgValue: 1498.06
Gen: 40, BestSol: 1531, BestFeasibleSol: 1531, GenAvgValue: 1498.06
Gen: 50, BestSol: 1531, BestFeasibleSol: 1531, GenAvgValue: 1498.06
Gen: 60, BestSol: 1594, BestFeasibleSol: 1594, GenAvgValue: 1554.87
Gen: 70, BestSol: 1622, BestFeasibleSol: 1622, GenAvgValue: 1582.69
Gen: 80, BestSol: 1668, BestFeasibleSol: 1668, GenAvgValue: 1618.57
Gen: 90, BestSol: 1705, BestFeasibleSol: 1705, GenAvgValue: 1659.88
Gen: 100, BestSol: 1705, BestFeasibleSol: 1705, GenAvgValue: 1659.88
Gen: 110, BestSol: 1705, BestFeasibleSol: 1705, GenAvgValue: 1659.88
Gen: 120, BestSol: 1724, BestFeasibleSol: 1724, GenAvgValue: 1677.42
Gen: 130, BestSol: 1724, BestFeasibleSol: 1724, GenAvgValue: 1677.55
Gen: 140, BestSol: 1724, BestFeasibleSol: 1724, GenAvgValue: 1677.55
Gen: 150, BestSol: 1779, BestFeasibleSol: 1779, GenAvgValue: 1728.7
Gen: 160, BestSol: 1779, BestFeasibleSol: 1779, GenAvgValue: 1728.7
Gen: 170, BestSol: 1779, BestFeasibleSol: 1779, GenAvgValue: 1728.56
Gen: 180, BestSol: 1818, BestFeasibleSol: 1818, GenAvgValue: 1764.8
Gen: 190, BestSol: 1818, BestFeasibleSol: 1818, GenAvgValue: 1764.91
Gen: 200, BestSol: 1818, BestFeasibleSol: 1818, GenAvgValue: 1764.97
Gen: 210, BestSol: 1863, BestFeasibleSol: 1863, GenAvgValue: 1806.82
Gen: 220, BestSol: 1876, BestFeasibleSol: 1876, GenAvgValue: 1818.91
Gen: 230, BestSol: 1886, BestFeasibleSol: 1886, GenAvgValue: 1828.21
Gen: 240, BestSol: 1886, BestFeasibleSol: 1886, GenAvgValue: 1828.21
Gen: 250, BestSol: 1886, BestFeasibleSol: 1886, GenAvgValue: 1828.17
Gen: 260, BestSol: 1886, BestFeasibleSol: 1886, GenAvgValue: 1828.21
Gen: 270, BestSol: 1886, BestFeasibleSol: 1886, GenAvgValue: 1828.21
Gen: 280, BestSol: 1932, BestFeasibleSol: 1932, GenAvgValue: 1870.99
Gen: 290, BestSol: 1932, BestFeasibleSol: 1932, GenAvgValue: 1870.99
Gen: 300, BestSol: 1979, BestFeasibleSol: 1979, GenAvgValue: 1871.02
Gen: 310, BestSol: 1979, BestFeasibleSol: 1979, GenAvgValue: 1914.58
Gen: 320, BestSol: 1979, BestFeasibleSol: 1979, GenAvgValue: 1914.7
Gen: 330, BestSol: 1979, BestFeasibleSol: 1979, GenAvgValue: 1914.7
Gen: 340, BestSol: 1979, BestFeasibleSol: 1979, GenAvgValue: 1914.7
