Instances: 300, Iterations: 1600, KeepBest: 30, KeepWorst: 21, Cross: 21, MutationFactor: 0.001, MaxClauses: 40
Input file: instances/_uf250-00.cnf
Gen: 0, BestSol: 1252, BestFeasibleSol: 1252, GenAvgValue: 1335.2
Gen: 10, BestSol: 1349, BestFeasibleSol: 1349, GenAvgValue: 1294.09
Gen: 20, BestSol: 1349, BestFeasibleSol: 1349, GenAvgValue: 1327.59
Gen: 30, BestSol: 1349, BestFeasibleSol: 1349, GenAvgValue: 1327.59
Gen: 40, BestSol: 1404, BestFeasibleSol: 1404, GenAvgValue: 1378.74
Gen: 50, BestSol: 1404, BestFeasibleSol: 1404, GenAvgValue: 1378.74
Gen: 60, BestSol: 1494, BestFeasibleSol: 1494, GenAvgValue: 1462.44
Gen: 70, BestSol: 1494, BestFeasibleSol: 1494, GenAvgValue: 1462.44
Gen: 80, BestSol: 1565, BestFeasibleSol: 1565, GenAvgValue: 1528.47
Gen: 90, BestSol: 1623, BestFeasibleSol: 1623, GenAvgValue: 1581.6
Gen: 100, BestSol: 1623, BestFeasibleSol: 1623, GenAvgValue: 1582.41
Gen: 110, BestSol: 1664, BestFeasibleSol: 1664, GenAvgValue: 1586.51
Gen: 120, BestSol: 1664, BestFeasibleSol: 1664, GenAvgValue: 1620.54
Gen: 130, BestSol: 1718, BestFeasibleSol: 1718, GenAvgValue: 1670.76
Gen: 140, BestSol: 1718, BestFeasibleSol: 1718, GenAvgValue: 1670.76
Gen: 150, BestSol: 1718, BestFeasibleSol: 1718, GenAvgValue: 1670.76
Gen: 160, BestSol: 1718, BestFeasibleSol: 1718, GenAvgValue: 1670.76
Gen: 170, BestSol: 1790, BestFeasibleSol: 1790, GenAvgValue: 1694.39
Gen: 180, BestSol: 1879, BestFeasibleSol: 1879, GenAvgValue: 1786.6
Gen: 190, BestSol: 1900, BestFeasibleSol: 1900, GenAvgValue: 1840.02
Gen: 200, BestSol: 1900, BestFeasibleSol: 1900, GenAvgValue: 1839.93
Gen: 210, BestSol: 1900, BestFeasibleSol: 1900, GenAvgValue: 1840.02
Gen: 220, BestSol: 1900, BestFeasibleSol: 1900, GenAvgValue: 1839.98
Gen: 230, BestSol: 1920, BestFeasibleSol: 1920, GenAvgValue: 1858.62
Gen: 240, BestSol: 1934, BestFeasibleSol: 1934, GenAvgValue: 1871.64
Gen: 250, BestSol: 1934, BestFeasibleSol: 1934, GenAvgValue: 1871.64
Gen: 260, BestSol: 1934, BestFeasibleSol: 1934, GenAvgValue: 1871.64
Gen: 270, BestSol: 1934, BestFeasibleSol: 1934, GenAvgValue: 1871.64
Gen: 280, BestSol: 1943, BestFeasibleSol: 1943, GenAvgValue: 1880.01
Gen: 290, BestSol: 1976, BestFeasibleSol: 1976, GenAvgValue: 1910.7
Gen: 300, BestSol: 2023, BestFeasibleSol: 2023, GenAvgValue: 1954.41
Gen: 310, BestSol: 2049, BestFeasibleSol: 2049, GenAvgValue: 1978.59
Gen: 320, BestSol: 2049, BestFeasibleSol: 2049, GenAvgValue: 1978.59
Gen: 330, BestSol: 2115, BestFeasibleSol: 2115, GenAvgValue: 2039.97
Gen: 340, BestSol: 2115, BestFeasibleSol: 2115, GenAvgValue: 2039.97
Gen: 350, BestSol: 2156, BestFeasibleSol: 2156, GenAvgValue: 2040.11
Gen: 360, BestSol: 2196, BestFeasibleSol: 2196, GenAvgValue: 2115.3
Gen: 370, BestSol: 2196, BestFeasibleSol: 2196, GenAvgValue: 2115.3
Gen: 380, BestSol: 2205, BestFeasibleSol: 2205, GenAvgValue: 2123.34
Gen: 390, BestSol: 2205, BestFeasibleSol: 2205, GenAvgValue: 2123.67
Gen: 400, BestSol: 2205, BestFeasibleSol: 2205, GenAvgValue: 2123.67
Gen: 410, BestSol: 2205, BestFeasibleSol: 2205, GenAvgValue: 2123.67
Gen: 420, BestSol: 2226, BestFeasibleSol: 2226, GenAvgValue: 2143.2
Gen: 430, BestSol: 2226, BestFeasibleSol: 2226, GenAvgValue: 2143.2
Gen: 440, BestSol: 2226, BestFeasibleSol: 2226, GenAvgValue: 2143.2
