Instances: 300, Iterations: 500, KeepBest: 30, KeepWorst: 60, Cross: 21, MutationFactor: 0.001, MaxClauses: 40
Input file: instances/_uf250-00.cnf
Gen: 0, BestSol: 1379, BestFeasibleSol: 1379, GenAvgValue: 1326.24
Gen: 10, BestSol: 1487, BestFeasibleSol: 1487, GenAvgValue: 1413.29
Gen: 20, BestSol: 1487, BestFeasibleSol: 1487, GenAvgValue: 1413.29
Gen: 30, BestSol: 1562, BestFeasibleSol: 1562, GenAvgValue: 1473.29
Gen: 40, BestSol: 1603, BestFeasibleSol: 1603, GenAvgValue: 1505.56
Gen: 50, BestSol: 1652, BestFeasibleSol: 1652, GenAvgValue: 1545.29
Gen: 60, BestSol: 1652, BestFeasibleSol: 1652, GenAvgValue: 1545.29
Gen: 70, BestSol: 1699, BestFeasibleSol: 1699, GenAvgValue: 1545.45
Gen: 80, BestSol: 1699, BestFeasibleSol: 1699, GenAvgValue: 1582.89
Gen: 90, BestSol: 1699, BestFeasibleSol: 1699, GenAvgValue: 1582.89
Gen: 100, BestSol: 1735, BestFeasibleSol: 1735, GenAvgValue: 1586.25
Gen: 110, BestSol: 1769, BestFeasibleSol: 1769, GenAvgValue: 1638.89
Gen: 120, BestSol: 1769, BestFeasibleSol: 1769, GenAvgValue: 1638.73
Gen: 130, BestSol: 1769, BestFeasibleSol: 1769, GenAvgValue: 1638.85
Gen: 140, BestSol: 1787, BestFeasibleSol: 1787, GenAvgValue: 1653.29
Gen: 150, BestSol: 1787, BestFeasibleSol: 1787, GenAvgValue: 1653.29
Gen: 160, BestSol: 1807, BestFeasibleSol: 1807, GenAvgValue: 1669.29
Gen: 170, BestSol: 1807, BestFeasibleSol: 1807, GenAvgValue: 1669.29
Gen: 180, BestSol: 1827, BestFeasibleSol: 1827, GenAvgValue: 1670.89
Gen: 190, BestSol: 1827, BestFeasibleSol: 1827, GenAvgValue: 1685.29
Gen: 200, BestSol: 1865, BestFeasibleSol: 1865, GenAvgValue: 1715.69
Gen: 210, BestSol: 1865, BestFeasibleSol: 1865, GenAvgValue: 1715.69
Gen: 220, BestSol: 1865, BestFeasibleSol: 1865, GenAvgValue: 1715.69
Gen: 230, BestSol: 1865, BestFeasibleSol: 1865, GenAvgValue: 1715.69
Gen: 240, BestSol: 1865, BestFeasibleSol: 1865, GenAvgValue: 1715.69
Gen: 250, BestSol: 1865, BestFeasibleSol: 1865, GenAvgValue: 1715.69
Gen: 260, BestSol: 1865, BestFeasibleSol: 1865, GenAvgValue: 1715.69
Gen: 270, BestSol: 1896, BestFeasibleSol: 1896, GenAvgValue: 1740.49
Gen: 280, BestSol: 1896, BestFeasibleSol: 1896, GenAvgValue: 1740.49
Gen: 290, BestSol: 1911, BestFeasibleSol: 1911, GenAvgValue: 1752.49
Gen: 300, BestSol: 1957, BestFeasibleSol: 1957, GenAvgValue: 1789.29
Gen: 310, BestSol: 1957, BestFeasibleSol: 1957, GenAvgValue: 1789.29
Gen: 320, BestSol: 2002, BestFeasibleSol: 2002, GenAvgValue: 1825.29
Gen: 330, BestSol: 2002, BestFeasibleSol: 2002, GenAvgValue: 1825.29
Gen: 340, BestSol: 2002, BestFeasibleSol: 2002, GenAvgValue: 1825.24
Gen: 350, BestSol: 2002, BestFeasibleSol: 2002, GenAvgValue: 1825.29
Gen: 360, BestSol: 2002, BestFeasibleSol: 2002, GenAvgValue: 1825.29
Gen: 370, BestSol: 2002, BestFeasibleSol: 2002, GenAvgValue: 1825.29
Gen: 380, BestSol: 2029, BestFeasibleSol: 2029, GenAvgValue: 1841.94
Gen: 390, BestSol: 2029, BestFeasibleSol: 2029, GenAvgValue: 1846.89
Gen: 400, BestSol: 2033, BestFeasibleSol: 2033, GenAvgValue: 1850.09
Gen: 410, BestSol: 2033, BestFeasibleSol: 2033, GenAvgValue: 1849.95
Gen: 420, BestSol: 2033, BestFeasibleSol: 2033, GenAvgValue: 1850.09
Gen: 430, BestSol: 2033, BestFeasibleSol: 2033, GenAvgValue: 1850.09
Gen: 440, BestSol: 2033, BestFeasibleSol: 2033, GenAvgValue: 1850.09
Gen: 450, BestSol: 2033, BestFeasibleSol: 2033, GenAvgValue: 1850.09
Gen: 460, BestSol: 2054, BestFeasibleSol: 2054, GenAvgValue: 1866.89
Gen: 470, BestSol: 2068, BestFeasibleSol: 2068, GenAvgValue: 1878.09
Gen: 480, BestSol: 2078, BestFeasibleSol: 2078, GenAvgValue: 1886.09
Gen: 490, BestSol: 2078, BestFeasibleSol: 2078, GenAvgValue: 1886.04
Total best: 2078
FirstFeasibleIteration: 1
Time: 0.219232
Input file: instances/_uf250-01.cnf
Gen: 0, BestSol: 1166, BestFeasibleSol: 1166, GenAvgValue: 1208.3
Gen: 10, BestSol: 1392, BestFeasibleSol: 1392, GenAvgValue: 1313.61
Gen: 20, BestSol: 1392, BestFeasibleSol: 1392, GenAvgValue: 1313.61
Gen: 30, BestSol: 1392, BestFeasibleSol: 1392, GenAvgValue: 1313.61
Gen: 40, BestSol: 1412, BestFeasibleSol: 1412, GenAvgValue: 1329.61
Gen: 50, BestSol: 1412, BestFeasibleSol: 1412, GenAvgValue: 1329.61
Gen: 60, BestSol: 1412, BestFeasibleSol: 1412, GenAvgValue: 1329.61
Gen: 70, BestSol: 1412, BestFeasibleSol: 1412, GenAvgValue: 1329.61
Gen: 80, BestSol: 1430, BestFeasibleSol: 1430, GenAvgValue: 1342.09
Gen: 90, BestSol: 1430, BestFeasibleSol: 1430, GenAvgValue: 1344.01
Gen: 100, BestSol: 1437, BestFeasibleSol: 1437, GenAvgValue: 1348.86
Gen: 110, BestSol: 1437, BestFeasibleSol: 1437, GenAvgValue: 1349.61
Gen: 120, BestSol: 1482, BestFeasibleSol: 1482, GenAvgValue: 1385.61
Gen: 130, BestSol: 1482, BestFeasibleSol: 1482, GenAvgValue: 1385.61
Gen: 140, BestSol: 1482, BestFeasibleSol: 1482, GenAvgValue: 1385.61
Gen: 150, BestSol: 1482, BestFeasibleSol: 1482, GenAvgValue: 1385.74
Gen: 160, BestSol: 1482, BestFeasibleSol: 1482, GenAvgValue: 1385.61
Gen: 170, BestSol: 1534, BestFeasibleSol: 1534, GenAvgValue: 1427.21
Gen: 180, BestSol: 1534, BestFeasibleSol: 1534, GenAvgValue: 1427.21
Gen: 190, BestSol: 1534, BestFeasibleSol: 1534, GenAvgValue: 1427.21
Gen: 200, BestSol: 1534, BestFeasibleSol: 1534, GenAvgValue: 1427.21
Gen: 210, BestSol: 1565, BestFeasibleSol: 1565, GenAvgValue: 1452.01
Gen: 220, BestSol: 1608, BestFeasibleSol: 1608, GenAvgValue: 1486.41
Gen: 230, BestSol: 1614, BestFeasibleSol: 1614, GenAvgValue: 1491.21
Gen: 240, BestSol: 1614, BestFeasibleSol: 1614, GenAvgValue: 1491.21
Gen: 250, BestSol: 1614, BestFeasibleSol: 1614, GenAvgValue: 1491.21
Gen: 260, BestSol: 1651, BestFeasibleSol: 1651, GenAvgValue: 1520.81
Gen: 270, BestSol: 1699, BestFeasibleSol: 1699, GenAvgValue: 1559.21
Gen: 280, BestSol: 1699, BestFeasibleSol: 1699, GenAvgValue: 1559.21
Gen: 290, BestSol: 1699, BestFeasibleSol: 1699, GenAvgValue: 1559.21
Gen: 300, BestSol: 1716, BestFeasibleSol: 1716, GenAvgValue: 1572.81
Gen: 310, BestSol: 1716, BestFeasibleSol: 1716, GenAvgValue: 1572.81
Gen: 320, BestSol: 1716, BestFeasibleSol: 1716, GenAvgValue: 1572.81
Gen: 330, BestSol: 1749, BestFeasibleSol: 1749, GenAvgValue: 1572.92
Gen: 340, BestSol: 1749, BestFeasibleSol: 1749, GenAvgValue: 1599.21
Gen: 350, BestSol: 1756, BestFeasibleSol: 1756, GenAvgValue: 1604.81
Gen: 360, BestSol: 1756, BestFeasibleSol: 1756, GenAvgValue: 1604.81
Gen: 370, BestSol: 1756, BestFeasibleSol: 1756, GenAvgValue: 1604.81
Gen: 380, BestSol: 1766, BestFeasibleSol: 1766, GenAvgValue: 1612.81
Gen: 390, BestSol: 1766, BestFeasibleSol: 1766, GenAvgValue: 1612.81
Gen: 400, BestSol: 1775, BestFeasibleSol: 1775, GenAvgValue: 1620.01
Gen: 410, BestSol: 1782, BestFeasibleSol: 1782, GenAvgValue: 1623.65
Gen: 420, BestSol: 1782, BestFeasibleSol: 1782, GenAvgValue: 1625.61
Gen: 430, BestSol: 1816, BestFeasibleSol: 1816, GenAvgValue: 1652.81
Gen: 440, BestSol: 1816, BestFeasibleSol: 1816, GenAvgValue: 1652.81
Gen: 450, BestSol: 1842, BestFeasibleSol: 1842, GenAvgValue: 1654.8
Gen: 460, BestSol: 1842, BestFeasibleSol: 1842, GenAvgValue: 1673.61
Gen: 470, BestSol: 1855, BestFeasibleSol: 1855, GenAvgValue: 1674.43
Gen: 480, BestSol: 1855, BestFeasibleSol: 1855, GenAvgValue: 1684.01
Gen: 490, BestSol: 1855, BestFeasibleSol: 1855, GenAvgValue: 1684.01
Total best: 1859
FirstFeasibleIteration: 2
Time: 0.210014
Input file: instances/_uf250-02.cnf
Gen: 0, BestSol: 1532, BestFeasibleSol: 0, GenAvgValue: 1140.33
Gen: 10, BestSol: 1689, BestFeasibleSol: 0, GenAvgValue: 1537.52
Gen: 20, BestSol: 1689, BestFeasibleSol: 0, GenAvgValue: 1538.27
Gen: 30, BestSol: 1706, BestFeasibleSol: 0, GenAvgValue: 1551.87
Gen: 40, BestSol: 1706, BestFeasibleSol: 0, GenAvgValue: 1551.87
Gen: 50, BestSol: 1753, BestFeasibleSol: 0, GenAvgValue: 1589.4
Gen: 60, BestSol: 1753, BestFeasibleSol: 0, GenAvgValue: 1589.47
Gen: 70, BestSol: 1831, BestFeasibleSol: 0, GenAvgValue: 1622.59
Gen: 80, BestSol: 1831, BestFeasibleSol: 0, GenAvgValue: 1651.87
Gen: 90, BestSol: 1841, BestFeasibleSol: 0, GenAvgValue: 1659.87
Gen: 100, BestSol: 1857, BestFeasibleSol: 0, GenAvgValue: 1672.67
Gen: 110, BestSol: 1857, BestFeasibleSol: 0, GenAvgValue: 1672.67
Gen: 120, BestSol: 1857, BestFeasibleSol: 0, GenAvgValue: 1672.67
Gen: 130, BestSol: 1857, BestFeasibleSol: 0, GenAvgValue: 1672.67
Gen: 140, BestSol: 1909, BestFeasibleSol: 0, GenAvgValue: 1701.52
Gen: 150, BestSol: 1909, BestFeasibleSol: 0, GenAvgValue: 1714.27
Gen: 160, BestSol: 1930, BestFeasibleSol: 0, GenAvgValue: 1731.05
Gen: 170, BestSol: 1930, BestFeasibleSol: 0, GenAvgValue: 1731.07
Gen: 180, BestSol: 1930, BestFeasibleSol: 0, GenAvgValue: 1731.07
Gen: 190, BestSol: 1930, BestFeasibleSol: 0, GenAvgValue: 1731.07
Gen: 200, BestSol: 1930, BestFeasibleSol: 0, GenAvgValue: 1731.07
Gen: 210, BestSol: 1930, BestFeasibleSol: 0, GenAvgValue: 1731.07
Gen: 220, BestSol: 1972, BestFeasibleSol: 0, GenAvgValue: 1764.67
Gen: 230, BestSol: 1972, BestFeasibleSol: 0, GenAvgValue: 1764.67
Gen: 240, BestSol: 1986, BestFeasibleSol: 0, GenAvgValue: 1775.87
Gen: 250, BestSol: 1986, BestFeasibleSol: 0, GenAvgValue: 1775.87
Gen: 260, BestSol: 1986, BestFeasibleSol: 0, GenAvgValue: 1775.87
Gen: 270, BestSol: 2002, BestFeasibleSol: 0, GenAvgValue: 1776.65
Gen: 280, BestSol: 2026, BestFeasibleSol: 0, GenAvgValue: 1794.31
Gen: 290, BestSol: 2026, BestFeasibleSol: 0, GenAvgValue: 1807.81
Gen: 300, BestSol: 2026, BestFeasibleSol: 0, GenAvgValue: 1807.87
Gen: 310, BestSol: 2026, BestFeasibleSol: 0, GenAvgValue: 1807.87
Gen: 320, BestSol: 2026, BestFeasibleSol: 0, GenAvgValue: 1807.87
Gen: 330, BestSol: 2026, BestFeasibleSol: 0, GenAvgValue: 1807.87
Gen: 340, BestSol: 2033, BestFeasibleSol: 0, GenAvgValue: 1808.29
Gen: 350, BestSol: 2033, BestFeasibleSol: 0, GenAvgValue: 1813.39
Gen: 360, BestSol: 2033, BestFeasibleSol: 0, GenAvgValue: 1813.47
Gen: 370, BestSol: 2033, BestFeasibleSol: 0, GenAvgValue: 1813.47
Gen: 380, BestSol: 2054, BestFeasibleSol: 0, GenAvgValue: 1827.61
