Instances: 300, Iterations: 500, KeepBest: 30, KeepWorst: 90, Cross: 21, MutationFactor: 0.001, MaxClauses: 40
Input file: instances/_uf250-00.cnf
Gen: 0, BestSol: 1796, BestFeasibleSol: 0, GenAvgValue: 1254.81
Gen: 10, BestSol: 1991, BestFeasibleSol: 0, GenAvgValue: 1717.82
Gen: 20, BestSol: 1991, BestFeasibleSol: 0, GenAvgValue: 1717.82
Gen: 30, BestSol: 2006, BestFeasibleSol: 0, GenAvgValue: 1718.77
Gen: 40, BestSol: 2006, BestFeasibleSol: 0, GenAvgValue: 1728.32
Gen: 50, BestSol: 2006, BestFeasibleSol: 0, GenAvgValue: 1728.32
Gen: 60, BestSol: 2032, BestFeasibleSol: 0, GenAvgValue: 1746.52
Gen: 70, BestSol: 2040, BestFeasibleSol: 0, GenAvgValue: 1750.41
Gen: 80, BestSol: 2048, BestFeasibleSol: 0, GenAvgValue: 1757.72
Gen: 90, BestSol: 2054, BestFeasibleSol: 0, GenAvgValue: 1761.92
Gen: 100, BestSol: 2054, BestFeasibleSol: 0, GenAvgValue: 1761.92
Gen: 110, BestSol: 2054, BestFeasibleSol: 0, GenAvgValue: 1761.92
Gen: 120, BestSol: 2055, BestFeasibleSol: 0, GenAvgValue: 1762.62
Gen: 130, BestSol: 2055, BestFeasibleSol: 0, GenAvgValue: 1762.62
Gen: 140, BestSol: 2055, BestFeasibleSol: 0, GenAvgValue: 1762.62
Gen: 150, BestSol: 2055, BestFeasibleSol: 0, GenAvgValue: 1762.62
Gen: 160, BestSol: 2056, BestFeasibleSol: 0, GenAvgValue: 1763.32
Gen: 170, BestSol: 2090, BestFeasibleSol: 0, GenAvgValue: 1786.96
Gen: 180, BestSol: 2090, BestFeasibleSol: 0, GenAvgValue: 1787.12
Gen: 190, BestSol: 2090, BestFeasibleSol: 0, GenAvgValue: 1787.12
Gen: 200, BestSol: 2095, BestFeasibleSol: 0, GenAvgValue: 1790.62
Gen: 210, BestSol: 2116, BestFeasibleSol: 0, GenAvgValue: 1805.22
Gen: 220, BestSol: 2116, BestFeasibleSol: 0, GenAvgValue: 1805.32
Gen: 230, BestSol: 2116, BestFeasibleSol: 0, GenAvgValue: 1805.32
Gen: 240, BestSol: 2116, BestFeasibleSol: 0, GenAvgValue: 1805.32
Gen: 250, BestSol: 2138, BestFeasibleSol: 0, GenAvgValue: 1820.72
Gen: 260, BestSol: 2167, BestFeasibleSol: 0, GenAvgValue: 1841.02
Gen: 270, BestSol: 2167, BestFeasibleSol: 0, GenAvgValue: 1841.02
Gen: 280, BestSol: 2167, BestFeasibleSol: 0, GenAvgValue: 1840.99
Gen: 290, BestSol: 2201, BestFeasibleSol: 0, GenAvgValue: 1864.82
