Instances: 300, Iterations: 500, KeepBest: 30, KeepWorst: 150, Cross: 21, MutationFactor: 0.001, MaxClauses: 40
Input file: instances/_uf250-00.cnf
Gen: 0, BestSol: 1495, BestFeasibleSol: 0, GenAvgValue: 1068.24
Gen: 10, BestSol: 1636, BestFeasibleSol: 0, GenAvgValue: 1300.11
Gen: 20, BestSol: 1636, BestFeasibleSol: 0, GenAvgValue: 1300.11
Gen: 30, BestSol: 1636, BestFeasibleSol: 0, GenAvgValue: 1300.11
Gen: 40, BestSol: 1645, BestFeasibleSol: 0, GenAvgValue: 1304.61
Gen: 50, BestSol: 1645, BestFeasibleSol: 0, GenAvgValue: 1304.61
Gen: 60, BestSol: 1645, BestFeasibleSol: 0, GenAvgValue: 1304.61
Gen: 70, BestSol: 1645, BestFeasibleSol: 0, GenAvgValue: 1304.61
Gen: 80, BestSol: 1645, BestFeasibleSol: 0, GenAvgValue: 1304.61
Gen: 90, BestSol: 1645, BestFeasibleSol: 0, GenAvgValue: 1304.61
Gen: 100, BestSol: 1651, BestFeasibleSol: 0, GenAvgValue: 1307.61
Gen: 110, BestSol: 1651, BestFeasibleSol: 0, GenAvgValue: 1307.61
Gen: 120, BestSol: 1651, BestFeasibleSol: 0, GenAvgValue: 1307.61
Gen: 130, BestSol: 1669, BestFeasibleSol: 0, GenAvgValue: 1316.59
Gen: 140, BestSol: 1669, BestFeasibleSol: 0, GenAvgValue: 1316.61
Gen: 150, BestSol: 1703, BestFeasibleSol: 0, GenAvgValue: 1333.61
Gen: 160, BestSol: 1735, BestFeasibleSol: 0, GenAvgValue: 1334.46
Gen: 170, BestSol: 1735, BestFeasibleSol: 0, GenAvgValue: 1349.61
Gen: 180, BestSol: 1735, BestFeasibleSol: 0, GenAvgValue: 1349.61
Gen: 190, BestSol: 1773, BestFeasibleSol: 0, GenAvgValue: 1364.3
Gen: 200, BestSol: 1786, BestFeasibleSol: 0, GenAvgValue: 1375.08
Gen: 210, BestSol: 1822, BestFeasibleSol: 0, GenAvgValue: 1376.67
Gen: 220, BestSol: 1822, BestFeasibleSol: 0, GenAvgValue: 1393.11
Gen: 230, BestSol: 1858, BestFeasibleSol: 0, GenAvgValue: 1393.23
Gen: 240, BestSol: 1858, BestFeasibleSol: 0, GenAvgValue: 1411.11
Gen: 250, BestSol: 1858, BestFeasibleSol: 0, GenAvgValue: 1411.11
Gen: 260, BestSol: 1858, BestFeasibleSol: 0, GenAvgValue: 1411.11
Gen: 270, BestSol: 1858, BestFeasibleSol: 0, GenAvgValue: 1410.97
Gen: 280, BestSol: 1858, BestFeasibleSol: 0, GenAvgValue: 1411.11
Gen: 290, BestSol: 1858, BestFeasibleSol: 0, GenAvgValue: 1411.11
Gen: 300, BestSol: 1858, BestFeasibleSol: 0, GenAvgValue: 1411.11
Gen: 310, BestSol: 1858, BestFeasibleSol: 0, GenAvgValue: 1411.11
Gen: 320, BestSol: 1858, BestFeasibleSol: 0, GenAvgValue: 1411.11
Gen: 330, BestSol: 1872, BestFeasibleSol: 0, GenAvgValue: 1411.16
Gen: 340, BestSol: 1891, BestFeasibleSol: 0, GenAvgValue: 1427.61
Gen: 350, BestSol: 1891, BestFeasibleSol: 0, GenAvgValue: 1427.61
Gen: 360, BestSol: 1891, BestFeasibleSol: 0, GenAvgValue: 1427.61
Gen: 370, BestSol: 1891, BestFeasibleSol: 0, GenAvgValue: 1427.61
Gen: 380, BestSol: 1891, BestFeasibleSol: 0, GenAvgValue: 1427.61
Gen: 390, BestSol: 1891, BestFeasibleSol: 0, GenAvgValue: 1427.61
Gen: 400, BestSol: 1903, BestFeasibleSol: 0, GenAvgValue: 1433.61
Gen: 410, BestSol: 1903, BestFeasibleSol: 0, GenAvgValue: 1433.56
Gen: 420, BestSol: 1932, BestFeasibleSol: 0, GenAvgValue: 1448.11
Gen: 430, BestSol: 1932, BestFeasibleSol: 0, GenAvgValue: 1448.11
Gen: 440, BestSol: 1932, BestFeasibleSol: 0, GenAvgValue: 1448.11
Gen: 450, BestSol: 1932, BestFeasibleSol: 0, GenAvgValue: 1448.11
Gen: 460, BestSol: 1938, BestFeasibleSol: 0, GenAvgValue: 1448.13
Gen: 470, BestSol: 1938, BestFeasibleSol: 0, GenAvgValue: 1451.11
Gen: 480, BestSol: 1938, BestFeasibleSol: 0, GenAvgValue: 1451.11
Gen: 490, BestSol: 1943, BestFeasibleSol: 0, GenAvgValue: 1453.61
Total best: 0
FirstFeasibleIteration: 0
Time: 0.191078
Input file: instances/_uf250-01.cnf
