-n 50 -N 50 -m 0.8 -W 100 -C 100 -k 2.50 -d -1
0 50 1306 1 67 5 9 2 27 3 44 4 5 13 55 8 84 10 82 57 22 6 39 9 26 7 59 15 84 17 75 12 2 28 9 11 81 34 64 21 75 20 65 18 89 31 95 23 45 16 58 40 14 35 38 25 33 73 41 33 49 64 31 80 30 14 20 67 72 19 21 41 44 36 9 37 33 96 79 55 73 22 15 26 46 27 18 58 42 79 89 56 86 47 52 45 53 86 97 59 99 42 40
1 50 1162 1 1 2 23 3 66 4 88 8 66 5 42 29 72 41 68 7 36 22 39 19 46 15 76 6 51 12 9 28 18 25 91 34 51 10 37 21 57 9 60 11 86 30 24 14 99 13 76 17 93 71 95 32 67 16 84 20 22 37 7 31 1 65 8 23 81 26 11 87 1 18 20 33 50 27 52 39 60 35 60 49 28 44 62 45 37 69 4 61 31 77 20 36 29 55 87 24 31 47 88
2 50 1243 1 6 2 89 7 20 3 1 76 53 4 6 6 80 5 29 16 1 11 52 8 39 26 23 9 8 27 1 36 58 96 90 30 78 10 53 78 53 25 36 35 51 12 18 14 83 18 100 15 87 22 47 56 34 59 6 13 10 31 15 19 37 34 90 46 72 85 53 71 47 29 95 64 5 38 63 21 3 41 38 28 93 44 21 32 90 47 34 52 91 23 70 43 55 20 2 49 72 17 38
3 50 1241 1 85 2 39 5 3 6 93 3 20 4 96 36 54 61 83 9 57 14 15 10 94 32 42 7 37 20 89 12 3 13 20 15 20 8 17 27 26 19 75 16 73 11 4 29 9 23 88 66 12 17 77 28 83 22 44 43 93 18 85 25 23 24 69 48 42 69 96 21 91 30 74 34 94 68 60 49 16 41 9 35 6 38 51 74 100 37 22 56 59 93 69 31 32 50 54 52 82 100 23
4 50 1324 10 96 6 50 1 46 2 90 4 33 9 11 3 42 5 99 29 44 19 76 23 44 14 79 17 9 15 34 16 6 7 8 11 71 68 77 13 66 43 19 8 86 27 20 31 87 12 27 35 16 24 100 63 2 20 88 18 32 28 74 95 3 49 73 34 30 33 44 22 43 96 9 21 36 32 67 38 1 26 17 94 73 97 49 36 19 37 44 46 6 92 59 99 71 25 47 30 67 72 54
5 50 1250 1 96 2 59 3 9 16 46 5 79 4 33 8 71 15 78 42 79 6 14 11 51 7 57 83 81 17 98 18 64 9 70 14 82 13 6 27 90 22 66 32 40 10 27 12 22 23 98 26 76 19 31 88 12 75 89 20 78 36 55 31 66 54 10 24 8 52 9 28 32 92 38 41 56 45 26 21 29 30 20 73 3 40 74 35 89 25 66 51 18 29 80 50 22 69 33 44 5 65 92
6 50 1261 1 37 2 54 7 34 3 21 49 86 5 34 6 11 4 1 15 20 8 64 11 27 20 24 9 88 44 11 17 97 28 1 12 81 16 27 10 29 14 71 18 15 32 47 27 90 13 64 37 12 31 69 19 34 24 96 26 78 34 52 22 46 96 8 25 13 42 10 60 55 23 54 43 57 52 46 65 88 55 63 36 25 59 14 98 47 33 3 46 72 30 94 75 94 50 82 38 93 87 9
7 50 1217 1 92 2 13 4 24 3 60 5 86 8 79 6 93 17 66 10 3 7 64 46 10 13 55 11 71 65 30 14 48 34 56 22 10 12 12 15 69 55 27 16 75 27 97 25 67 9 51 26 98 40 55 39 63 50 100 73 49 19 86 35 40 87 73 23 26 18 90 24 37 21 50 20 96 93 66 52 61 29 74 44 44 62 72 30 95 36 62 51 33 31 50 90 26 33 23 32 62 37 13
8 50 1232 1 25 11 23 3 54 4 57 2 1 5 20 8 4 18 82 6 54 14 12 9 2 12 82 71 57 53 46 7 82 29 1 16 28 27 72 21 20 10 28 47 85 43 7 32 22 13 87 24 13 41 2 52 22 57 30 15 83 62 71 33 55 19 1 26 51 36 86 23 20 54 86 93 9 80 32 40 77 34 24 22 70 46 51 17 76 45 100 39 66 60 58 20 13 42 23 35 59 64 62
9 50 1132 1 61 2 26 7 22 34 59 52 9 5 8 3 75 8 90 4 90 9 30 16 36 6 97 11 25 10 33 22 61 33 41 20 84 17 27 26 13 14 73 19 74 35 29 13 63 24 17 15 54 25 30 51 33 37 51 12 23 18 47 27 34 50 55 42 81 47 14 31 23 76 91 30 69 39 86 32 7 59 71 67 97 28 44 43 27 23 98 49 26 53 46 36 22 57 41 48 24 29 98
