Instances: 300, Iterations: 500, KeepBest: 30, KeepWorst: 21, Cross: 60, MutationFactor: 0.001, MaxClauses: 40
Input file: instances/_uf250-00.cnf
Gen: 0, BestSol: 1067, BestFeasibleSol: 1067, GenAvgValue: 1226.45
Gen: 10, BestSol: 1290, BestFeasibleSol: 1290, GenAvgValue: 1267.57
Gen: 20, BestSol: 1342, BestFeasibleSol: 1342, GenAvgValue: 1294.61
Gen: 30, BestSol: 1348, BestFeasibleSol: 1348, GenAvgValue: 1321.51
Gen: 40, BestSol: 1351, BestFeasibleSol: 1351, GenAvgValue: 1324.3
Gen: 50, BestSol: 1367, BestFeasibleSol: 1367, GenAvgValue: 1339.03
Gen: 60, BestSol: 1403, BestFeasibleSol: 1403, GenAvgValue: 1372.66
Gen: 70, BestSol: 1445, BestFeasibleSol: 1445, GenAvgValue: 1411.72
Gen: 80, BestSol: 1445, BestFeasibleSol: 1445, GenAvgValue: 1411.72
Gen: 90, BestSol: 1495, BestFeasibleSol: 1495, GenAvgValue: 1458.22
Gen: 100, BestSol: 1514, BestFeasibleSol: 1514, GenAvgValue: 1475.89
Gen: 110, BestSol: 1534, BestFeasibleSol: 1534, GenAvgValue: 1494.49
Gen: 120, BestSol: 1537, BestFeasibleSol: 1537, GenAvgValue: 1494.5
Gen: 130, BestSol: 1537, BestFeasibleSol: 1537, GenAvgValue: 1497.28
Gen: 140, BestSol: 1563, BestFeasibleSol: 1563, GenAvgValue: 1500.14
Gen: 150, BestSol: 1563, BestFeasibleSol: 1563, GenAvgValue: 1521.55
Gen: 160, BestSol: 1611, BestFeasibleSol: 1611, GenAvgValue: 1566.1
Gen: 170, BestSol: 1611, BestFeasibleSol: 1611, GenAvgValue: 1566.1
Gen: 180, BestSol: 1611, BestFeasibleSol: 1611, GenAvgValue: 1566.1
Gen: 190, BestSol: 1645, BestFeasibleSol: 1645, GenAvgValue: 1595.68
Gen: 200, BestSol: 1645, BestFeasibleSol: 1645, GenAvgValue: 1597.72
Gen: 210, BestSol: 1653, BestFeasibleSol: 1653, GenAvgValue: 1605.16
Gen: 220, BestSol: 1698, BestFeasibleSol: 1698, GenAvgValue: 1647.01
Gen: 230, BestSol: 1698, BestFeasibleSol: 1698, GenAvgValue: 1647.01
Gen: 240, BestSol: 1698, BestFeasibleSol: 1698, GenAvgValue: 1647.01
Gen: 250, BestSol: 1698, BestFeasibleSol: 1698, GenAvgValue: 1647.06
Gen: 260, BestSol: 1698, BestFeasibleSol: 1698, GenAvgValue: 1646.99
Gen: 270, BestSol: 1752, BestFeasibleSol: 1752, GenAvgValue: 1697.23
Gen: 280, BestSol: 1752, BestFeasibleSol: 1752, GenAvgValue: 1697.23
Gen: 290, BestSol: 1775, BestFeasibleSol: 1775, GenAvgValue: 1697.3
Gen: 300, BestSol: 1775, BestFeasibleSol: 1775, GenAvgValue: 1718.61
Gen: 310, BestSol: 1775, BestFeasibleSol: 1775, GenAvgValue: 1718.62
Gen: 320, BestSol: 1775, BestFeasibleSol: 1775, GenAvgValue: 1718.62
Gen: 330, BestSol: 1775, BestFeasibleSol: 1775, GenAvgValue: 1718.62
Gen: 340, BestSol: 1775, BestFeasibleSol: 1775, GenAvgValue: 1718.62
Gen: 350, BestSol: 1775, BestFeasibleSol: 1775, GenAvgValue: 1718.62
Gen: 360, BestSol: 1775, BestFeasibleSol: 1775, GenAvgValue: 1718.62
Gen: 370, BestSol: 1775, BestFeasibleSol: 1775, GenAvgValue: 1718.62
Gen: 380, BestSol: 1775, BestFeasibleSol: 1775, GenAvgValue: 1718.62
Gen: 390, BestSol: 1809, BestFeasibleSol: 1809, GenAvgValue: 1750.24
Gen: 400, BestSol: 1809, BestFeasibleSol: 1809, GenAvgValue: 1750.24
Gen: 410, BestSol: 1809, BestFeasibleSol: 1809, GenAvgValue: 1750.24
Gen: 420, BestSol: 1824, BestFeasibleSol: 1824, GenAvgValue: 1750.29
Gen: 430, BestSol: 1824, BestFeasibleSol: 1824, GenAvgValue: 1764.19
Gen: 440, BestSol: 1824, BestFeasibleSol: 1824, GenAvgValue: 1764.19
Gen: 450, BestSol: 1824, BestFeasibleSol: 1824, GenAvgValue: 1764.19
Gen: 460, BestSol: 1864, BestFeasibleSol: 1864, GenAvgValue: 1801.39
Gen: 470, BestSol: 1864, BestFeasibleSol: 1864, GenAvgValue: 1801.39
Gen: 480, BestSol: 1864, BestFeasibleSol: 1864, GenAvgValue: 1801.39
Gen: 490, BestSol: 1886, BestFeasibleSol: 1886, GenAvgValue: 1821.72
Total best: 1886
FirstFeasibleIteration: 1
Time: 0.242922
Input file: instances/_uf250-01.cnf
